gold,input
çağırabileceğini,kağırabileceğini
büyümüşüm,büyümüüm
görüşebilseydi,görüşevbilseydi
yüksüğü,yüksüüğü
erikti,rikti
eğlencelerimiz,eğlencelerimiz
ilgisinin,ilygisinin
rahatlayacaklarını,rahatlayacaklarıı
,ppçğ
,three
depremler,depremlr
misyonerliğin,misyonerşliğin
ulaştırmalısınız,ulaçtırmalısınız
sakinleştirmesini,sakinleşyirmesini
değiştiririz,değişiririz
emmek,emmel
sızmakta,sızmaktaa
şekillendiririz,şekillendirpiriz
kelimelerde,kelimelrerde
çıkmayacağının,çıkmayacağlnın
dinlediğimi,dnlediğimi
başvurmuyoruz,başvvurmuyoruz
düsene,düsne
kravatıyla,kravatıyça
rupiyi,rupiyşi
yorganlarını,yodrganlarını
değiştirmediği,değiştirmediüi
geçidir,geçisdir
sanayiciyiz,sanzyiciyiz
yayıncılarımızdan,yayıncılsarımızdan
aşlarını,aşlarıı
kuşudur,kuudur
soğuğundan,soğyuğundan
matineye,matihneye
geçindiriyorlar,gelindiriyorlar
müdürlüklerini,müdülüklerini
biblosunu,biblocsunu
yazdırarak,yazdlırarak
sekmeli,sekjeli
kabul,kaul
hırdavatçının,hırdavaftçının
katılmaz,katjlmaz
dönüştürseniz,dönüştürdseniz
gözetmesidir,gözetesidir
ürpermesine,üpermesine
sinmez,esinmez
uçmuyorum,uçmjyorum
kuvözü,kuvzü
bastırmamış,gastırmamış
büyüleyiciydi,büyüleyiciydi
metodolojiler,mdtodolojiler
inanamıyorsun,inanamyorsun
edebilmekte,edenbilmekte
taslayamaz,tzslayamaz
gözyaşının,gözyzşının
konjonktürler,konjonktürller
bilmende,bilmenfde
yiyemeyebiliriz,yiymeyebiliriz
onaylarcasına,onaylarasına
kafeteryasının,kafeteryasınıhn
gözetmeyi,gözetmeti
ayıbında,ayıbıda
firmalarından,frmalarından
,btbpm
süzülenler,süzlenler
evimiz,evimz
öldürerek,öçdürerek
saklanıyordunuz,saklanyordunuz
semptomların,xemptomların
bitirecekse,bitigrecekse
takımındadır,takmındadır
görselleştirdi,görselleştiri
karamanlıyım,karamanllıyım
kadastro,kadastto
halasında,alasında
azmindeyim,azminndeyim
adaymış,adaymş
itibaren,iibaren
keleşi,krleşi
çekecekler,çekeceoler
dolmalardan,dolmalardxn
megapikselle,megappkselle
soludukları,soluduklrı
dokunman,okunman
özendiriyoruz,özendiriyruz
münakaşada,mmünakaşada
düğümlenmesine,düğümlenmeqsine
pekiştirilirse,ekiştirilirse
sirklerdeki,sirklerdeoki
düzenlemesini,düzenlemmesini
nesiller,esiller
öngörülürse,öngöörülürse
skandalda,skandwalda
şişini,şişini
boşamadı,boşqmadı
azametinin,azametinn
güçlendirmeyeceği,güçlendirmyeceği
,gnkg
konuşmamalıydın,knuşmamalıydın
uzaklaşması,uzalklaşması
geleceksizlik,eleceksizlik
kolaylaşmaya,kolaylşmaya
geçinilir,geçiniir
tekrarlanacağından,terarlanacağından
bilgilendirilecekler,bilgilsendirilecekler
sanığına,sanığınna
soruşturmana,soruturmana
övmeden,övmedn
kapası,ksapası
mitlerden,mittlerden
kurtarabileceğime,kurtarabileceğims
şanzımanla,şanzzımanla
geçmemesinde,eçmemesinde
yiyordum,yiyodum
adanalar,adnalar
assolisti,asslisti
yazmanız,yazmsnız
başöğretmene,başöğretmene
dayanınca,dwyanınca
tapıp,tpıp
ayrışmış,ayrşmış
özelleştirilmek,özeloleştirilmek
,telephone
,i̇mıolo
dururkenki,dururkenmi
otokarları,oyokarları
depolanabileceği,depolanabiledeği
karşısındakinde,kzarşısındakinde
,perfect
yanmıştı,yamıştı
uyumlaştırılarak,uuyumlaştırılarak
derebeylerini,derebylerini
dilliler,dilliledr
fişinden,fişihden
bankamızdır,banlamızdır
yavaşlayacak,yavalayacak
klikleşme,klikleşm
nutkunu,nutknu
perdedeki,perdedseki
malının,malınıhn
süzüyordum,süüyordum
ihbarını,ihbarnı
tasarruflarınızı,tasarruflarınıazı
,egoy
kılabileceğimizi,kılabileceimizi
değişmesidir,değişmesidşr
süresini,süressini
maliyetidir,malietidir
tüm,tm
masrafta,kasrafta
yatabiliyorsun,yatabiliyorsın
reformculuğu,reformculhğu
tarihimize,trihimize
katılışımız,katılışımısz
atanacağından,atanacağından
üretilebileceğine,üretilebileceğind
kabullerinde,kabulkerinde
fanlı,fahnlı
nişanımda,gişanımda
programlarımı,programlarımoı
nemsizlikten,nemsiizlikten
kanaatindeydi,kanaatinddeydi
dostlarıma,dostlaarıma
çaycılığa,çaycılığa
mekanındaydım,mekahındaydım
iyodu,iyodj
atınızı,atınzı
renklendirmiş,rsnklendirmiş
mikrobudur,mkrobudur
,nğücvk
gözükebildiğini,gözüebildiğini
leblebidir,lreblebidir
yorumlamalarıyla,yorumlamalarıyla
,oi̇cnç
üstlenmeyince,üstçenmeyince
sentimi,sentimüi
,jmhız
fişlemişti,fişlemiştğ
istikbal,istikbxl
kısıtladığımız,kısıtoadığımız
evliğini,evıiğini
otoyollarındaki,otoyollarındai
istibdada,isgtibdada
yaşanamayacak,yaşanamahacak
,ckzvfğ
anınca,nınca
beğenenleri,beğdnenleri
necide,mecide
seremonisi,seremonisi
davranacağımızın,davranacağımjzın
göbeklisi,göeklisi
eleştirilebiliriz,eleştiriıebiliriz
kaldıramazlar,kldıramazlar
düzeltilmiştir,düzeltğilmiştir
teolojisinin,teolojisinğn
,yellow
erguvandan,erguvanndan
şöminede,şömimede
öncüllerine,öncüıllerine
çürütürüz,çürühtürüz
çalıştırmam,çalıştrmam
tuşlanan,tşlanan
sınırlandıracaktır,sınırlsndıracaktır
dkdır,dkdır
messiler,messilwer
milliyetçiydin,milliyetçiydib
ılınınca,ılınıjca
dedikodumuzu,dediklodumuzu
yüzleşilmek,yüzleoilmek
bölündükten,bölündükteh
bitirmişimdir,bitirmişikmdir
serabım,seraım
faaliyettir,faaliyettr
havarinin,hsvarinin
yayımlayabileceğini,yayımlayabieceğini
manifestolar,manifesgolar
,büfl
yardımsız,yardımasız
parametrelerine,paramegrelerine
silmelisin,slmelisin
ayrılmamızdan,ayrılmamızdajn
bellemiş,bellemişş
yermezle,yrmezle
tanıyorsan,tanoıyorsan
musluklarından,muslklarından
manevrasından,manevrasıdan
birleştirildiği,birleştirildişi
yürütemediniz,yütütemediniz
işgalinin,işglinin
doğurmasaydım,dourmasaydım
olunmadığının,olunmaığının
kokacaktır,koacaktır
taşımıyordum,taşımıyordkm
andırabilir,andırablir
valörün,vaörün
körüklülerle,körüklüperle
sahneleyelim,sahneleyelüim
uygulayanlar,uytgulayanlar
,gi̇biab
zıtlaşmasını,zıtçaşmasını
kurulumuzdur,kkurulumuzdur
yürüyüşleriyle,yürüüşleriyle
giderilmemesinin,giderilhmemesinin
filanları,filanladrı
istiklalinden,istiklalindegn
,şmfzi̇
kaderlerin,kderlerin
bilmektedirler,bilmfektedirler
bölgemdir,bölgemdi
yüklensinler,yklensinler
atamalarımızın,ataamalarımızın
atabilmektedir,atabilmetedir
evrimleştiğini,evrimleştşğini
etmemişsin,etmemişsn
doğumuzun,doğhmuzun
uyuşuyorum,uyuşıuyorum
dinleselerdi,dinleseerdi
hazırlatabilirsiniz,hazırlatabilirspniz
başlanmışsa,başlajmışsa
dershanelerinden,dershanelerindwen
,zfrav
silkeleyici,silkeleyicp
eğrilip,eğrşlip
helikopterinin,helikooterinin
başvurduğunun,başvurwduğunun
çerçeveleterek,kçerçeveleterek
yenilemediğiniz,yebnilemediğiniz
tıknaz,tıknz
seansını,seanını
baktırmada,aktırmada
,nllc
hitabesiyle,hitabesiyıle
tedavilerdir,tedavikerdir
kahya,ahya
çiçeklerinizi,çiçelerinizi
terketmesidir,rerketmesidir
uçamadığını,uçamdığını
acıt,ascıt
sıcaklığınız,sıcakılığınız
beylerimizin,beylermizin
tüfeklere,tğüfeklere
çiğneyebilirler,çiğneyebpilirler
metalcilerin,mmetalcilerin
,peace
yaklaşımınızla,yklaşımınızla
tanıtımda,tanıtımda
coplandı,coplabndı
atlarımızdan,atlarımızdn
getiremiyorduk,getremiyorduk
üretilenle,üretilele
atfedilmişti,atfeedilmişti
suçlardaki,suçardaki
tokatlıyor,tokatlıyo
hedeflendi,hedeflend
homojenlikten,homjenlikten
gördürüleceği,görürüleceği
kanatlarla,kantlarla
tezeği,ezeği
ballısı,baçlısı
sıkmakla,sıkmqkla
uzaklaşıldıkça,uazaklaşıldıkça
babalan,babxlan
bulunamasın,bkulunamasın
bütünleşmesidir,bütünleşkmesidir
destenin,vdestenin
atıştığını,atıştığlnı
denizkestaneleri,denizketaneleri
ehliyetlerle,dehliyetlerle
kasırlardan,kasırlardan
belirttiğine,elirttiğine
,ggkgh
tuhafız,gtuhafız
,söuter
istisnalara,istiisnalara
açgözlünün,açgözlnün
yevmiyemiz,yevmiyehiz
meraklıdırlar,meralıdırlar
fatihadır,tfatihadır
aramalarımızı,aramalsarımızı
,doüdt
yoksullardan,hyoksullardan
denizlim,deniazlim
dizildiği,dizildiğşi
,ıskdd
bulunamadığı,buöunamadığı
dinlenilmek,dinlenilmek
söylemimle,slöylemimle
oynatırlarsa,oynwatırlarsa
fesat,feat
gezegenmiş,geezegenmiş
suluktan,sulktan
parıltıdan,paıltıdan
yönlendirebileceğimiz,yönlendirebilweceğimiz
organizasyonlarının,organizasyonlarının
elementler,elementöler
haczettiren,haczetfiren
vandalizmle,vandqlizmle
doldurduklarından,doldrduklarından
umduğuna,uduğuna
,general
beyanatımda,bfyanatımda
öncekine,önceküne
şantajının,şantajının
,ğimöfe
yanlarıyla,yanlarıyl
kazsız,kazsz
tersiyim,terxsiyim
cümlemiz,cümlemiiz
ilgilendirilenler,ililendirilenler
fiyaskosun,fşyaskosun
savaşılmadan,savaşılmaan
çözebilirdik,çözebilirdik
hikayelerinde,hikayeçerinde
geleceğiydi,gelecseğiydi
eşleştiriyor,eşleştiriyşr
temizlediğini,gemizlediğini
hükümetlerle,hükmetlerle
allahımızı,allatımızı
hazırlanmışlardır,hazırlanmışlardır
derinleşmesinde,derinlemesinde
duyularımın,dyularımın
müddeiumumisinin,müddweiumumisinin
sarıçamı,sarıçmı
ışıltılarıyla,ışıltıarıyla
döşenmemesi,dölşenmemesi
besliyorsam,besliyodrsam
hükmedilmeye,hükmedlmeye
olanlarsınız,olanlarasınız
kodlanmasının,kodlanmaının
alacaklardandır,alacakklardandır
aralarındadır,aralarındqdır
yayınlamayacaklarını,yayınlamayacaklxarını
,feşa
tedarikçilerin,tedarikçilerpn
çöküşteki,çöüşteki
yanaklarımda,yanaklarımra
güzelleşmeye,güzelleşmye
yeltek,yeltk
harflerden,harflerdemn
hazinen,hazüinen
yaşıyım,yaşıyı
depoyla,dwepoyla
konaklıdaki,konaklısaki
diyabetle,diyabetpe
yapamadığımdan,yapamadığımdzn
farklılaştırmış,farkllaştırmış
,force
dönüştürülmesini,döniştürülmesini
,machine
atardamarlarında,atardaöarlarında
parçalayabilmek,parlçalayabilmek
günahlar,giünahlar
kızınızı,kıınızı
önkol,önkıl
tanıyabilmem,anıyabilmem
kenetlendiğimizde,kenetlendişimizde
uzaklaştırıldıklarını,uzaklaştırıldıklarınj
yüzleşmemesi,yüzlşmemesi
yansız,yansıs
edilircesine,ediliercesine
,square
melikem,mrlikem
kavuşturduktan,kavuşturduötan
kılmamıza,kımamıza
,lately
yargılanacaksınız,yargılanacaksınkız
hikmetidir,hikmetidi
getirirdim,gtirirdim
yasaklanıyordu,yasakklanıyordu
düzeyimizin,düzeyimiin
yığıldıkları,yığışldıkları
koncu,klncu
katılımcılarımızı,katılımcılarımızzı
bağışladığın,baiğışladığın
uyuyakalmışsın,uyuyakalmışxın
değerliyi,değerliyi
tamirin,tairin
favorisiyle,favoriiyle
okuruna,okuruna
aptallıkmış,aptalıkmış
suçlamaması,suçlamanması
akaryakıtla,akaryakıfla
zaptetmek,zaptfetmek
imgelerini,imgelerinni
ortamınız,ortaınız
buharlaşmayı,buhsarlaşmayı
seviyeye,seiyeye
konamıyorsa,konzamıyorsa
notasında,notasnda
anlayabilen,ahlayabilen
hiçlikten,hçlikten
bağlattım,bağlatgtım
barındıracağını,barındıracağını
,hbi̇zi̇
haşerelerden,haşerelerden
sermayedarları,sermahyedarları
tanımlanmaksızın,tnımlanmaksızın
vekaletnamelerin,vrkaletnamelerin
,space
başlatamayacağını,başlatamayacaını
sıkmıyoruz,sıkmıyoru
sikebilirsin,sikebilirin
yücelerden,yüceleren
kahvede,kahved
şişelemek,şişelehek
hanlan,hnlan
tamamlayamayanlara,tamamlqayamayanlara
süreçtir,sügreçtir
kakamız,jakamız
azaltmalarında,azaltmalxarında
olgulardır,klgulardır
,stomach
kapatılarak,kapaatılarak
olmasan,olasan
geçirmelere,geçğirmelere
görüntüler,görüntüer
başmüfettişliklere,başjüfettişliklere
koruyabilmelidir,koruyabilkelidir
,ylcyt
memleketlilerini,memleketlillerini
hiçbiri,hibiri
analistler,analistlrer
yarıdakinden,arıdakinden
,lvzj
,aıkv
çalışamayacaklardır,çalışamaycaklardır
hoşlanmayı,hşlanmayı
dağılma,dağılmxa
belgelenmek,bflgelenmek
çıkarılır,çıkadrılır
yaramadılar,yaramadıılar
,uli̇ü
kayalığından,kayalığndan
kiralasam,kirlasam
çekinmeyeceklerini,çfekinmeyeceklerini
dayatmışlardır,dayatmışlardkır
benzesin,benzesin
muhtaçtı,huhtaçtı
gülümsediniz,gülmsediniz
gaipliği,gaipliğ
kapatılıyor,kapahılıyor
yaralıyordu,hyaralıyordu
bükülmeye,büklmeye
bombalanmak,bmbalanmak
,silence
özgürleşmesini,öazgürleşmesini
dostlukların,dostluklarıhn
kasiyerlerle,kasüiyerlerle
konuşacağı,konuşwcağı
teslimlerimizi,teslimlerimii
imgelemlerim,ijgelemlerim
horlanarak,horlsnarak
mizahtan,mizhtan
ırmağın,ırmağn
,school
takılmamaları,takılmamalagrı
satıldığından,saftıldığından
uyarmamı,uyarmamı
suçlamamaya,suçlamamaa
tezli,tezlşi
,vjlöaf
bölünmektedir,bölnmektedir
,sharp
parçasız,parçaxsız
mandıralara,mmandıralara
akıp,aııp
ağrırdı,ağrrdı
koltukla,koltyukla
vişneler,vişnelerr
cilalama,cilxalama
güçlerimi,güçlerimi
,sivşşs
teferruatlara,teferruatlars
başmüfettişlerin,başmüfettişerin
dokunmayı,dokunmaı
noktadaydık,nktadaydık
eşiğindeymiş,eşpğindeymiş
tacımı,gacımı
temizleyinceye,temşzleyinceye
enjektesi,enjektesii
çağrıştırıyor,çağrışırıyor
incelememiş,incelememiş
ticarileşmesine,ticarleşmesine
servisine,servsine
güreşle,güreşlre
fasülyeyi,rfasülyeyi
direnmemize,direnmemixze
,zasi̇p
harcamasaydın,hqarcamasaydın
,rubber
çalanlara,çqlanlara
kaldığınızın,kaldığınızkn
hangarına,hangarna
fişlenmesinden,fişlenmesiden
sermemi,sermempi
tacizcisinin,taczcisinin
yöneltirse,gyöneltirse
motiflerin,motifçerin
ayrıştırabiliyor,ayrıştırabikiyor
yerlidir,yerıidir
yıpratılmasının,ıpratılmasının
yolluklarına,yolluklarıga
idam,iam
tepedekine,tdepedekine
fanilanın,fanilnın
hemşehrileri,hemşehrpleri
salatalıkta,salataplıkta
günleriniz,gğünleriniz
çevrilmemesini,çevrilmemesinü
tonda,tondda
kıyağım,kıyağm
soyunmamak,soyunamak
büyüse,biyüse
feministe,femiiste
kazmayla,azmayla
geçmemesiydi,gememesiydi
koyuyorlardır,koyyorlardır
nizayı,izayı
piramitteki,piramitfteki
hocalarıma,hocalarıma
tanıyabilmeleri,tanıyabilmeler
kalıcılar,kalıcılxar
belediyesinin,belediyesinn
böldüysem,böldüuysem
zorlamazdı,zorlamazd
tarihçesine,twrihçesine
,wire
düşebilirsiniz,düşebilirsniz
celbetmiş,celbetmpş
şetaretli,şwetaretli
,count
inceleyen,infceleyen
dileyeceğin,dileyeceğin
japondu,mapondu
damlarında,damlarındaa
anımsatmak,anımatmak
bulunabilsin,bulunabilsin
üreticiliğinde,üreticilüiğinde
uzatılır,uzatlır
bırakılmışlığın,bırakılkmışlığın
emeklilerce,emklilerce
memelilerdeki,memelğlerdeki
saplanıcı,saplnıcı
eğilsinler,eğilsinlr
donuyorlar,donuyorlr
atmasının,atmasının
denilmiştir,denilmiştir
sarsılırdı,sarsılrdı
yayımlamaktan,yayımlxamaktan
benzediğimizi,benzefiğimizi
kılıççı,kılılççı
uygulamayacaksanız,uyulamayacaksanız
folyoyu,dfolyoyu
yarış,ywarış
hoşlandı,hoşşandı
oturduktan,oturfuktan
uyarıdan,utarıdan
,vzdjan
çözülelim,çözüleöim
,şjpyzç
satılırlar,satlırlar
çalmasa,çalmas
olanlardansanız,olanlardananız
kastetmedin,kastetmdin
depara,depaara
,jttş
taksam,taçsam
vatandaşını,vzatandaşını
anlamlandırıldığı,wanlamlandırıldığı
prenslik,prnslik
yarışçılarımız,yarışçılarmız
kayabileceğine,kayabileceğibne
sefillikten,sefilliktrn
gidemeyişini,gşidemeyişini
gezileceğini,geileceğini
,üttj
,either
prototipinde,profotipinde
yuhalanmaktan,yuhalanmaktaan
kısaltmak,kısaltmk
müteşebbisini,müteşevbbisini
sızlatmayı,sıazlatmayı
uzaklaşabilmesi,uzallaşabilmesi
gevşetmeden,gecşetmeden
hayalini,hayqlini
bağdaştırmanın,bağaştırmanın
bulunmasındaki,bulunmaskndaki
ozanıyla,ozajıyla
ebrusunun,rbrusunun
umduğumuzun,umduğumhzun
şeklim,şdklim
şahlandığını,şahlzndığını
sürmanşet,süranşet
onaylarından,onaylarınvdan
,şfau
kadrolarınca,lkadrolarınca
güneşlenmektir,giüneşlenmektir
kurtarmazsan,kuttarmazsan
problemlerimin,problemlerimin
leğende,leğnde
zorlaşmakta,zorlaşmaka
hercümerç,hercümerkç
olduğumuz,olduğmuz
salakla,salakl
sekreterin,sekretern
yaptıracaklarsa,yaptıdracaklarsa
tedricilik,tedriclik
,çyöçş
kabulünü,kabulünüü
dondurucum,dpondurucum
mirasçıları,mirssçıları
sağlanmamasını,sağlanmamasıjnı
,trlub
kuran,kuean
çalışabileceğin,çalışabilexceğin
nasılım,nqsılım
cumhuriyetiniz,cumguriyetiniz
güdülemez,ygüdülemez
isimlerimizde,isimlerimizde
pınarım,pınatım
sahipleriydi,sahileriydi
sözlüyümdür,söalüyümdür
,müih
algısal,algıxsal
plancılığının,lancılığının
,dzğsv
kısıtları,kısıtçları
ihtarnamesindeki,ihtarnamesimndeki
itilmektedirler,itilmdektedirler
eleştirmenlerimizin,eleştirmenlerimizi
konuşturuyorlar,konuşturuyodrlar
doyuranlar,doyjuranlar
sayılarıydı,sayılaarıydı
ricalarıyla,ticalarıyla
etkisizleşmesine,etkisizlemesine
asmamış,sasmamış
,laugh
ahrette,ahrftte
ailemmiş,ailfmmiş
şakırtısından,şaklrtısından
kuturlarının,kuturlaının
,besides
düzüşecek,dğüzüşecek
kızıştığına,kızığştığına
iklimimizde,ikllimimizde
muhafızını,muafızını
çellosu,çellozu
hormonlardandır,hormonoardandır
sunisi,sugnisi
cezaeviyle,ezaeviyle
dirgeni,difrgeni
sahnedeyse,sahnedeycse
sabırsızlanıyorsanız,sahırsızlanıyorsanız
aydınlattık,aydınlqattık
diktiniz,diktğiniz
rüştüydü,düştüydü
müsveddesi,müsveddwesi
yükümlüğüne,yükümlüğüje
keneotu,kenreotu
endeksleyip,endeıksleyip
öğütlemek,öğtlemek
mubahçı,mubajhçı
çatışacağını,çatıoacağını
anlamıyorlardı,anlanıyorlardı
külçelerini,külelerini
güvensizliğine,güvenizliğine
simülasyonu,simülasyonku
benzeyelim,bnzeyelim
yaşatsın,yaşaatsın
iştirakçiliğinin,iştirakçiliğinim
bıçaktı,blıçaktı
ayıplaması,ayışlaması
yazdıranların,yadıranların
uykusundaydın,uykusundaydıb
,pfüşz
,party
kapanamayan,kapanamayab
taşabilir,taşailir
bölünmeyeceğiz,böşlünmeyeceğiz
kistlerdir,kistlerddir
zatlarından,zatlsrından
harekatlarla,harekalarla
onunla,onhunla
baktır,nbaktır
avlanabilme,avlansabilme
koreograflara,koreograflars
koyundur,koyundr
yerelliğinden,yerelliğğnden
haberlerden,habererden
kahırları,khırları
zikredecek,zikrededcek
gözleyebildiğim,gözleyebildiğm
krokinin,kromkinin
hürriyetim,hütrriyetim
düşünmeliydik,düşünmeliydik
bebeklerimle,bebekleriöle
eğilimlidir,eğpilimlidir
uyacaklardır,uyacakardır
ülkesiyiz,ülkesiyiz
teröristmişim,teröristmişi
ayırımların,ayırımarın
ilkelerimi,ilkelwrimi
,lazıi
yüklendim,yüklsndim
yerdendi,yerdndi
mükemmeliyetçi,mükfmmeliyetçi
hatırlattıkça,hatırlattjıkça
vazgeçmiyorsun,bvazgeçmiyorsun
bilinmeyendir,bilinmeyendidr
çağımızı,çağımzı
çağdaşlaştırma,çağdaşlaştıma
sabitlenirken,sabitlegnirken
içirilmesini,içşrilmesini
çalıştıranlar,çalıştırzanlar
bedenlerimizle,bedelerimizle
bozdurmasını,fbozdurmasını
krokodil,krokdil
kapsanmış,kapsanmş
kuruluk,kuruuk
meyvesidir,myvesidir
savar,qsavar
katılmalıydık,karılmalıydık
teknemize,tdeknemize
durgunlaştım,durguunlaştım
gücenecek,gücenecsk
spikerliğinden,spikeliğinden
,mljğ
yatmayanı,yaftmayanı
önemsememin,önesememin
devirdi,devirxdi
beldeye,eldeye
büyüteceğini,büyüteceğin
diferansiyelde,diferaniyelde
canlandıramayacağı,canlandıramayacağkı
yatırımcıya,yatırjımcıya
kaçınmamaktadır,kaçınmamaktadlır
,çssjür
imzalamazken,imzalaazken
ufaklığını,ufaklığkını
,espmüc
inşaatçısı,inşaatısı
binasındalar,binasındalar
sınıflandırmayla,sınıflandırmsyla
kızdıramazsınız,kızdıramazsnız
öngörülmedi,öngörülmdi
anlatmamayı,anlatmamaykı
fısıldarlar,fısıldaroar
tezgahlandığını,tezgahlandğını
dertleriyle,dergtleriyle
programıyız,prgramıyız
edinildiğine,ediniodiğine
yaşamanızdan,yaişamanızdan
muharrirlerinden,öuharrirlerinden
derecelendirilmesine,derecelendşrilmesine
